,gene_id,name,family,class
5168,Sb01g020470,SbARID1,ARID,TF
5169,Sb04g017850,SbARID3,ARID,TF
5170,Sb04g029990,SbARID4,ARID,TF
5171,Sb10g024400,SbARID6,ARID,TF
5172,Sb07g022155,SbARID5,ARID,TF
5173,Sb10g031260,SbARID7,ARID,TF
5174,Sb02g025515,SbARID2,ARID,TF
5175,SCEPRZ3046F02.g,ScARID6,ARID,TF
5176,PTSo00132.1,ScARID1,ARID,TF
5177,SCRFLR1012E09.g,ScARID7,ARID,TF
5178,SCSGAM2077G06.g,ScARID5,ARID,TF
5179,SCJLAM2091B03.g,ScARID8,ARID,TF
5180,SCEZLB1009B04.g,ScARID4,ARID,TF
5181,PTSo00133.1,ScARID3,ARID,TF
5182,PTSo00131.1,ScARID2,ARID,TF
5183,LOC_Os02g48370,OsARID2,ARID,TF
5184,LOC_Os09g37250,OsARID6,ARID,TF
5185,LOC_Os09g26390,OsARID5,ARID,TF
5186,LOC_Os06g41730,OsARID3,ARID,TF
5187,LOC_Os02g27060,OsARID1,ARID,TF
5188,LOC_Os08g35000,OsARID4,ARID,TF
5189,Bradi1g09177,BdbHLH6,bHLH,TF
5190,Bradi1g12770,BdbHLH9,bHLH,TF
5191,Bradi4g32934,BdbHLH112,bHLH,TF
5192,Bradi2g00720,BdbHLH39,bHLH,TF
5193,Bradi1g46700,BdbHLH25,bHLH,TF
5194,Bradi3g38970,BdbHLH79,bHLH,TF
5195,Bradi2g47730,BdbHLH56,bHLH,TF
5196,Bradi1g76030,BdbHLH37,bHLH,TF
5197,Bradi1g77070,BdbHLH38,bHLH,TF
5198,Bradi3g53060,BdbHLH93,bHLH,TF
5199,Bradi2g11100,BdbHLH47,bHLH,TF
5200,Bradi1g43650,BdbHLH22,bHLH,TF
5201,Bradi1g46100,BdbHLH24,bHLH,TF
5202,Bradi1g10170,BdbHLH8,bHLH,TF
5203,Bradi1g05037,BdbHLH2,bHLH,TF
5204,Bradi4g00920,BdbHLH99,bHLH,TF
5205,Bradi4g32470,BdbHLH110,bHLH,TF
5206,Bradi2g59497,BdbHLH60,bHLH,TF
5207,Bradi5g19950,BdbHLH122,bHLH,TF
5208,Bradi3g09670,BdbHLH67,bHLH,TF
5209,Bradi3g39927,BdbHLH80,bHLH,TF
5210,Bradi3g45370,BdbHLH88,bHLH,TF
5211,Bradi2g34600,BdbHLH52,bHLH,TF
5212,Bradi1g25230,BdbHLH15,bHLH,TF
5213,Bradi3g52150,BdbHLH91,bHLH,TF
5214,Bradi4g19577,BdbHLH105,bHLH,TF
5215,Bradi4g32650,BdbHLH111,bHLH,TF
5216,Bradi3g54070,BdbHLH94,bHLH,TF
5217,Bradi5g21950,BdbHLH124,bHLH,TF
5218,Bradi1g09960,BdbHLH7,bHLH,TF
5219,Bradi3g38360,BdbHLH76,bHLH,TF
5220,Bradi3g41930,BdbHLH83,bHLH,TF
5221,Bradi3g33170,BdbHLH72,bHLH,TF
5222,Bradi3g36610,BdbHLH74,bHLH,TF
5223,Bradi3g40860,BdbHLH81,bHLH,TF
5224,Bradi1g04280,BdbHLH1,bHLH,TF
5225,Bradi2g41670,BdbHLH55,bHLH,TF
5226,Bradi1g25470,BdbHLH16,bHLH,TF
5227,Bradi1g71990,BdbHLH36,bHLH,TF
5228,Bradi2g54030,BdbHLH57,bHLH,TF
5229,Bradi4g06567,BdbHLH102,bHLH,TF
5230,Bradi5g20397,BdbHLH123,bHLH,TF
5231,Bradi1g30000,BdbHLH17,bHLH,TF
5232,Bradi5g07720,BdbHLH121,bHLH,TF
5233,Bradi1g55427,BdbHLH30,bHLH,TF
5234,Bradi2g22810,BdbHLH50,bHLH,TF
5235,Bradi1g47350,BdbHLH26,bHLH,TF
5236,Bradi2g23520,BdbHLH51,bHLH,TF
5237,Bradi3g59290,BdbHLH98,bHLH,TF
5238,Bradi2g08080,BdbHLH46,bHLH,TF
5239,Bradi3g41940,BdbHLH84,bHLH,TF
5240,Bradi3g43250,BdbHLH86,bHLH,TF
5241,Bradi2g01000,BdbHLH42,bHLH,TF
5242,Bradi5g01900,BdbHLH118,bHLH,TF
5243,Bradi3g01540,BdbHLH63,bHLH,TF
5244,Bradi1g54690,BdbHLH29,bHLH,TF
5245,Bradi2g39970,BdbHLH53,bHLH,TF
5246,Bradi4g32967,BdbHLH113,bHLH,TF
5247,Bradi1g38650,BdbHLH20,bHLH,TF
5248,Bradi4g35400,BdbHLH117,bHLH,TF
5249,Bradi1g58230,BdbHLH31,bHLH,TF
5250,Bradi2g00730,BdbHLH40,bHLH,TF
5251,Bradi4g29990,BdbHLH107,bHLH,TF
5252,Bradi1g45260,BdbHLH23,bHLH,TF
5253,Bradi3g01910,BdbHLH65,bHLH,TF
5254,Bradi1g69110,BdbHLH33,bHLH,TF
5255,Bradi2g18200,BdbHLH49,bHLH,TF
5256,Bradi2g11260,BdbHLH48,bHLH,TF
5257,Bradi1g42440,BdbHLH21,bHLH,TF
5258,Bradi4g17460,BdbHLH104,bHLH,TF
5259,Bradi2g07050,BdbHLH45,bHLH,TF
5260,Bradi3g34200,BdbHLH73,bHLH,TF
5261,Bradi1g06670,BdbHLH4,bHLH,TF
5262,Bradi1g67500,BdbHLH32,bHLH,TF
5263,Bradi4g34350,BdbHLH115,bHLH,TF
5264,Bradi4g32060,BdbHLH109,bHLH,TF
5265,Bradi1g14600,BdbHLH12,bHLH,TF
5266,Bradi1g37540,BdbHLH19,bHLH,TF
5267,Bradi1g13980,BdbHLH11,bHLH,TF
5268,Bradi1g18400,BdbHLH13,bHLH,TF
5269,Bradi1g35990,BdbHLH18,bHLH,TF
5270,Bradi3g13300,BdbHLH69,bHLH,TF
5271,Bradi1g07936,BdbHLH5,bHLH,TF
5272,Bradi1g48400,BdbHLH27,bHLH,TF
5273,Bradi4g33670,BdbHLH114,bHLH,TF
5274,Bradi3g11520,BdbHLH68,bHLH,TF
5275,Bradi3g01901,BdbHLH64,bHLH,TF
5276,Bradi4g02670,BdbHLH100,bHLH,TF
5277,Bradi3g58360,BdbHLH97,bHLH,TF
5278,Bradi4g12615,BdbHLH103,bHLH,TF
5279,Bradi1g22960,BdbHLH14,bHLH,TF
5280,Bradi3g52790,BdbHLH92,bHLH,TF
5281,Bradi2g41390,BdbHLH54,bHLH,TF
5282,Bradi3g38510,BdbHLH77,bHLH,TF
5283,Bradi3g54640,BdbHLH95,bHLH,TF
5284,Bradi2g00740,BdbHLH41,bHLH,TF
5285,Bradi3g08280,BdbHLH66,bHLH,TF
5286,Bradi3g48070,BdbHLH90,bHLH,TF
5287,Bradi1g54070,BdbHLH28,bHLH,TF
5288,Bradi3g38250,BdbHLH75,bHLH,TF
5289,Bradi3g46200,BdbHLH89,bHLH,TF
5290,Bradi2g05950,BdbHLH44,bHLH,TF
5291,Bradi2g57800,BdbHLH58,bHLH,TF
5292,Bradi2g03830,BdbHLH43,bHLH,TF
5293,Bradi4g29370,BdbHLH106,bHLH,TF
5294,Bradi3g21460,BdbHLH71,bHLH,TF
5295,Bradi1g70860,BdbHLH35,bHLH,TF
5296,Bradi3g38890,BdbHLH78,bHLH,TF
5297,Bradi3g41950,BdbHLH85,bHLH,TF
5298,Bradi4g03070,BdbHLH101,bHLH,TF
5299,Bradi3g14590,BdbHLH70,bHLH,TF
5300,Bradi3g45360,BdbHLH87,bHLH,TF
5301,Bradi4g30350,BdbHLH108,bHLH,TF
5302,Bradi3g41510,BdbHLH82,bHLH,TF
5303,Bradi3g56340,BdbHLH96,bHLH,TF
5304,Bradi1g12780,BdbHLH10,bHLH,TF
5305,Bradi5g06620,BdbHLH120,bHLH,TF
5306,Bradi2g61050,BdbHLH62,bHLH,TF
5307,Bradi1g69190,BdbHLH34,bHLH,TF
5308,Bradi5g05110,BdbHLH119,bHLH,TF
5309,Bradi1g05430,BdbHLH3,bHLH,TF
5310,Bradi2g60970,BdbHLH61,bHLH,TF
5311,Bradi2g58630,BdbHLH59,bHLH,TF
5312,Bradi4g34870,BdbHLH116,bHLH,TF
5313,Sb02g035870,SbbHLH44,bHLH,TF
5314,Sb07g000910,SbbHLH99,bHLH,TF
5315,Sb02g027430,SbbHLH36,bHLH,TF
5316,Sb04g027280,SbbHLH76,bHLH,TF
5317,Sb04g031250,SbbHLH82,bHLH,TF
5318,Sb06g025020,SbbHLH93,bHLH,TF
5319,Sb07g025310,SbbHLH107,bHLH,TF
5320,Sb04g027930,SbbHLH77,bHLH,TF
5321,Sb05g019530,SbbHLH85,bHLH,TF
5322,Sb01g009380,SbbHLH7,bHLH,TF
5323,Sb08g020290,SbbHLH119,bHLH,TF
5324,Sb03g042860,SbbHLH62,bHLH,TF
5325,Sb02g027460,SbbHLH37,bHLH,TF
5326,Sb04g025260,SbbHLH75,bHLH,TF
5327,Sb10g004500,SbbHLH133,bHLH,TF
5328,Sb04g001650,SbbHLH67,bHLH,TF
5329,Sb03g028030,SbbHLH58,bHLH,TF
5330,Sb07g025330,SbbHLH109,bHLH,TF
5331,Sb01g012280,SbbHLH11,bHLH,TF
5332,Sb03g006510,SbbHLH51,bHLH,TF
5333,Sb04g022260,SbbHLH72,bHLH,TF
5334,Sb03g044660,SbbHLH64,bHLH,TF
5335,Sb03g008560,SbbHLH53,bHLH,TF
5336,Sb09g004820,SbbHLH126,bHLH,TF
5337,Sb01g028230,SbbHLH17,bHLH,TF
5338,Sb02g026530,SbbHLH33,bHLH,TF
5339,Sb03g025860,SbbHLH57,bHLH,TF
5340,Sb04g008260,SbbHLH69,bHLH,TF
5341,Sb06g026970,SbbHLH96,bHLH,TF
5342,Sb04g029270,SbbHLH78,bHLH,TF
5343,Sb01g013843,SbbHLH12,bHLH,TF
5344,Sb01g040450,SbbHLH19,bHLH,TF
5345,Sb03g046090,SbbHLH65,bHLH,TF
5346,Sb08g022760,SbbHLH124,bHLH,TF
5347,Sb02g024750,SbbHLH32,bHLH,TF
5348,Sb07g026610,SbbHLH112,bHLH,TF
5349,Sb01g007160,SbbHLH5,bHLH,TF
5350,Sb04g017390,SbbHLH71,bHLH,TF
5351,Sb02g035580,SbbHLH43,bHLH,TF
5352,Sb08g020280,SbbHLH118,bHLH,TF
5353,Sb01g027416,SbbHLH16,bHLH,TF
5354,Sb07g028945,SbbHLH115,bHLH,TF
5355,Sb01g027411,SbbHLH15,bHLH,TF
5356,Sb09g030060,SbbHLH131,bHLH,TF
5357,Sb03g032420,SbbHLH59,bHLH,TF
5358,Sb01g012250,SbbHLH9,bHLH,TF
5359,Sb06g017460,SbbHLH91,bHLH,TF
5360,Sb08g019780,SbbHLH116,bHLH,TF
5361,Sb01g003830,SbbHLH1,bHLH,TF
5362,Sb01g042070,SbbHLH20,bHLH,TF
5363,Sb07g002200,SbbHLH100,bHLH,TF
5364,Sb05g025230,SbbHLH87,bHLH,TF
5365,Sb07g028860,SbbHLH114,bHLH,TF
5366,Sb04g030530,SbbHLH80,bHLH,TF
5367,Sb02g029040,SbbHLH39,bHLH,TF
5368,Sb08g020275,SbbHLH117,bHLH,TF
5369,Sb02g026920,SbbHLH34,bHLH,TF
5370,Sb07g021170,SbbHLH104,bHLH,TF
5371,Sb09g003090,SbbHLH125,bHLH,TF
5372,Sb04g023320,SbbHLH74,bHLH,TF
5373,Sb0012s004780,SbbHLH141,bHLH,TF
5374,Sb05g023590,SbbHLH86,bHLH,TF
5375,Sb01g006190,SbbHLH4,bHLH,TF
5376,Sb03g008570,SbbHLH54,bHLH,TF
5377,Sb04g036450,SbbHLH84,bHLH,TF
5378,Sb01g005130,SbbHLH3,bHLH,TF
5379,Sb02g029530,SbbHLH40,bHLH,TF
5380,Sb02g004570,SbbHLH28,bHLH,TF
5381,Sb02g030110,SbbHLH41,bHLH,TF
5382,Sb10g020490,SbbHLH137,bHLH,TF
5383,Sb10g008000,SbbHLH136,bHLH,TF
5384,Sb10g022530,SbbHLH138,bHLH,TF
5385,Sb07g002900,SbbHLH102,bHLH,TF
5386,Sb06g028750,SbbHLH97,bHLH,TF
5387,Sb09g006220,SbbHLH128,bHLH,TF
5388,Sb02g002760,SbbHLH27,bHLH,TF
5389,Sb03g001730,SbbHLH47,bHLH,TF
5390,Sb09g006196,SbbHLH127,bHLH,TF
5391,Sb07g027810,SbbHLH113,bHLH,TF
5392,Sb01g049080,SbbHLH26,bHLH,TF
5393,Sb07g000900,SbbHLH98,bHLH,TF
5394,Sb01g008570,SbbHLH6,bHLH,TF
5395,Sb10g030470,SbbHLH139,bHLH,TF
5396,Sb01g045690,SbbHLH22,bHLH,TF
5397,Sb07g022920,SbbHLH105,bHLH,TF
5398,Sb10g005650,SbbHLH134,bHLH,TF
5399,Sb03g005250,SbbHLH49,bHLH,TF
5400,Sb03g036100,SbbHLH60,bHLH,TF
5401,Sb04g001200,SbbHLH66,bHLH,TF
5402,Sb07g025320,SbbHLH108,bHLH,TF
5403,Sb06g012030,SbbHLH88,bHLH,TF
5404,Sb02g027210,SbbHLH35,bHLH,TF
5405,Sb02g006390,SbbHLH30,bHLH,TF
5406,Sb10g006250,SbbHLH135,bHLH,TF
5407,Sb08g021000,SbbHLH123,bHLH,TF
5408,Sb07g002210,SbbHLH101,bHLH,TF
5409,Sb01g045710,SbbHLH23,bHLH,TF
5410,Sb04g009390,SbbHLH70,bHLH,TF
5411,Sb04g035890,SbbHLH83,bHLH,TF
5412,Sb06g025060,SbbHLH95,bHLH,TF
5413,Sb03g006500,SbbHLH50,bHLH,TF
5414,Sb08g020330,SbbHLH122,bHLH,TF
5415,Sb2273s002010,SbbHLH143,bHLH,TF
5416,Sb01g033530,SbbHLH18,bHLH,TF
5417,Sb02g037990,SbbHLH45,bHLH,TF
5418,Sb02g028300,SbbHLH38,bHLH,TF
5419,Sb01g014580,SbbHLH13,bHLH,TF
5420,Sb02g024460,SbbHLH31,bHLH,TF
5421,Sb07g004190,SbbHLH103,bHLH,TF
5422,Sb04g030230,SbbHLH79,bHLH,TF
5423,Sb01g047940,SbbHLH24,bHLH,TF
5424,Sb01g048400,SbbHLH25,bHLH,TF
5425,Sb07g025920,SbbHLH111,bHLH,TF
5426,Sb01g044640,SbbHLH21,bHLH,TF
5427,Sb08g020300,SbbHLH120,bHLH,TF
5428,Sb03g025570,SbbHLH56,bHLH,TF
5429,Sb04g030850,SbbHLH81,bHLH,TF
5430,Sb07g025340,SbbHLH110,bHLH,TF
5431,Sb06g020810,SbbHLH92,bHLH,TF
5432,Sb06g025040,SbbHLH94,bHLH,TF
5433,Sb03g008290,SbbHLH52,bHLH,TF
5434,Sb03g043690,SbbHLH63,bHLH,TF
5435,Sb01g004710,SbbHLH2,bHLH,TF
5436,Sb08g020320,SbbHLH121,bHLH,TF
5437,Sb01g026610,SbbHLH14,bHLH,TF
5438,Sb03g002910,SbbHLH48,bHLH,TF
5439,Sb07g023280,SbbHLH106,bHLH,TF
5440,Sb09g030930,SbbHLH132,bHLH,TF
5441,Sb02g030120,SbbHLH42,bHLH,TF
5442,Sb02g005713,SbbHLH29,bHLH,TF
5443,Sb09g008120,SbbHLH129,bHLH,TF
5444,Sb0010s017130,SbbHLH140,bHLH,TF
5445,Sb01g012260,SbbHLH10,bHLH,TF
5446,Sb01g009590,SbbHLH8,bHLH,TF
5447,Sb03g011940,SbbHLH55,bHLH,TF
5448,Sb04g022270,SbbHLH73,bHLH,TF
5449,Sb04g007795,SbbHLH68,bHLH,TF
5450,Sb03g038820,SbbHLH61,bHLH,TF
5451,Sb03g000570,SbbHLH46,bHLH,TF
5452,Sb09g022280,SbbHLH130,bHLH,TF
5453,Sb2250s002010,SbbHLH142,bHLH,TF
5454,Sb06g016380,SbbHLH89,bHLH,TF
5455,Sb06g016740,SbbHLH90,bHLH,TF
5456,SCEPRT2043C06.g,ScbHLH9,bHLH,TF
5457,SCBGFL4053B04.g,ScbHLH89,bHLH,TF
5458,SCEPAM2013E03.g,ScbHLH84,bHLH,TF
5459,SCCCLR1076F07.g,ScbHLH4,bHLH,TF
5460,SCCCFL4095H11.g,ScbHLH72,bHLH,TF
5461,PTSo01091.1,ScbHLH37,bHLH,TF
5462,SCEQRT2026E03.g,ScbHLH70,bHLH,TF
5463,PTSo01107.1,ScbHLH38,bHLH,TF
5464,SCCCLR1022C05.g,ScbHLH2,bHLH,TF
5465,SCMCCL6050E05.g,ScbHLH15,bHLH,TF
5466,PTSo01128.1,ScbHLH30,bHLH,TF
5467,PTSo01104.1,ScbHLH27,bHLH,TF
5468,SCCCFL5003B01.g,ScbHLH74,bHLH,TF
5469,PTSo01106.1,ScbHLH35,bHLH,TF
5470,SCQSAM1031B04.g,ScbHLH16,bHLH,TF
5471,SCSFRT2071B03.g,ScbHLH55,bHLH,TF
5472,SCCCLR1068E05.g,ScbHLH3,bHLH,TF
5473,SCEZAM2035A03.g,ScbHLH67,bHLH,TF
5474,SCSFFL8044H04.g,ScbHLH54,bHLH,TF
5475,SCSGAM2102F05.g,ScbHLH78,bHLH,TF
5476,SCVPRT2074E11.g,ScbHLH26,bHLH,TF
5477,PTSo01096.1,ScbHLH42,bHLH,TF
5478,SCEZHR1083B10.g,ScbHLH10,bHLH,TF
5479,PTSo01087.1,ScbHLH41,bHLH,TF
5480,SCQSLB1049E03.g,ScbHLH76,bHLH,TF
5481,SCEZRT2019C07.g,ScbHLH11,bHLH,TF
5482,SCEZRZ3017D07.g,ScbHLH90,bHLH,TF
5483,SCCCLR2003D10.g,ScbHLH60,bHLH,TF
5484,PTSo01110.1,ScbHLH39,bHLH,TF
5485,PTSo01098.1,ScbHLH29,bHLH,TF
5486,PTSo01094.1,ScbHLH32,bHLH,TF
5487,SCCCRT1003E06.g,ScbHLH5,bHLH,TF
5488,SCSGRT2066E06.g,ScbHLH85,bHLH,TF
5489,SCEZRT2020F12.g,ScbHLH69,bHLH,TF
5490,PTSo01088.1,ScbHLH36,bHLH,TF
5491,SCRULB1059A08.g,ScbHLH22,bHLH,TF
5492,SCSFRT2070A07.g,ScbHLH23,bHLH,TF
5493,SCQSRT3052A11.g,ScbHLH49,bHLH,TF
5494,SCJLST1023C02.g,ScbHLH91,bHLH,TF
5495,SCQSRT2034E01.g,ScbHLH57,bHLH,TF
5496,SCVPST1060E04.g,ScbHLH81,bHLH,TF
5497,PTSo01099.1,ScbHLH34,bHLH,TF
5498,PTSo01108.1,ScbHLH33,bHLH,TF
5499,SCSBAD1053E03.g,ScbHLH86,bHLH,TF
5500,SCUTLR2030B08.g,ScbHLH24,bHLH,TF
5501,SCQSRT1035F04.g,ScbHLH20,bHLH,TF
5502,SCEZRZ1015E08.g,ScbHLH12,bHLH,TF
5503,SCQSST3116B02.g,ScbHLH43,bHLH,TF
5504,SCAGAD1076G06.g,ScbHLH66,bHLH,TF
5505,SCJLRT1021A10.g,ScbHLH13,bHLH,TF
5506,PTSo01103.1,ScbHLH40,bHLH,TF
5507,SCQSLB1052C08.g,ScbHLH19,bHLH,TF
5508,PTSo01095.1,ScbHLH31,bHLH,TF
5509,SCCCRT1C05E01.g,ScbHLH6,bHLH,TF
5510,SCCCRZ2001E12.g,ScbHLH8,bHLH,TF
5511,SCVPFL1136G10.g,ScbHLH25,bHLH,TF
5512,SCQSFL1127E12.g,ScbHLH17,bHLH,TF
5513,SCRFLR1012A11.g,ScbHLH21,bHLH,TF
5514,SCCCRZ1001H05.g,ScbHLH7,bHLH,TF
5515,SCBFAD1046D01.g,ScbHLH1,bHLH,TF
5516,SCRLAM1009H06.g,ScbHLH88,bHLH,TF
5517,SCSGAM2076A07.g,ScbHLH65,bHLH,TF
5518,SCCCCL3001F12.b,ScbHLH75,bHLH,TF
5519,LOC_Os03g58830,OsbHLH66,bHLH,TF
5520,LOC_Os08g41320,OsbHLH118,bHLH,TF
5521,LOC_Os12g43620,OsbHLH151,bHLH,TF
5522,LOC_Os08g42470,OsbHLH119,bHLH,TF
5523,LOC_Os01g06640,OsbHLH4,bHLH,TF
5524,LOC_Os06g09370,OsbHLH94,bHLH,TF
5525,LOC_Os02g49480,OsbHLH39,bHLH,TF
5526,LOC_Os10g42430,OsbHLH137,bHLH,TF
5527,LOC_Os09g29360,OsbHLH125,bHLH,TF
5528,LOC_Os02g34370,OsbHLH33,bHLH,TF
5529,LOC_Os08g39630,OsbHLH117,bHLH,TF
5530,LOC_Os10g39750,OsbHLH135,bHLH,TF
5531,LOC_Os05g01256,OsbHLH82,bHLH,TF
5532,LOC_Os01g01840,OsbHLH1,bHLH,TF
5533,LOC_Os02g46560,OsbHLH36,bHLH,TF
5534,LOC_Os08g33590,OsbHLH111,bHLH,TF
5535,LOC_Os04g41229,OsbHLH73,bHLH,TF
5536,LOC_Os01g72370,OsbHLH25,bHLH,TF
5537,LOC_Os03g07540,OsbHLH46,bHLH,TF
5538,LOC_Os12g39850,OsbHLH145,bHLH,TF
5539,LOC_Os04g35010,OsbHLH72,bHLH,TF
5540,LOC_Os03g46860,OsbHLH58,bHLH,TF
5541,LOC_Os09g29830,OsbHLH126,bHLH,TF
5542,LOC_Os11g41640,OsbHLH142,bHLH,TF
5543,LOC_Os04g50090,OsbHLH77,bHLH,TF
5544,LOC_Os03g03000,OsbHLH44,bHLH,TF
5545,LOC_Os03g12940,OsbHLH50,bHLH,TF
5546,LOC_Os02g12820,OsbHLH28,bHLH,TF
5547,LOC_Os01g18290,OsbHLH10,bHLH,TF
5548,LOC_Os01g56690,OsbHLH19,bHLH,TF
5549,LOC_Os06g10820,OsbHLH95,bHLH,TF
5550,LOC_Os08g01700,OsbHLH109,bHLH,TF
5551,LOC_Os05g38140,OsbHLH87,bHLH,TF
5552,LOC_Os05g07120,OsbHLH85,bHLH,TF
5553,LOC_Os01g50940,OsbHLH17,bHLH,TF
5554,LOC_Os01g68700,OsbHLH23,bHLH,TF
5555,LOC_Os02g55250,OsbHLH42,bHLH,TF
5556,LOC_Os02g34320,OsbHLH32,bHLH,TF
5557,LOC_Os07g39940,OsbHLH107,bHLH,TF
5558,LOC_Os09g24490,OsbHLH121,bHLH,TF
5559,LOC_Os12g40590,OsbHLH146,bHLH,TF
5560,LOC_Os06g33450,OsbHLH99,bHLH,TF
5561,LOC_Os09g34330,OsbHLH131,bHLH,TF
5562,LOC_Os01g18870,OsbHLH11,bHLH,TF
5563,LOC_Os08g38080,OsbHLH115,bHLH,TF
5564,LOC_Os02g48060,OsbHLH38,bHLH,TF
5565,LOC_Os01g61480,OsbHLH21,bHLH,TF
5566,LOC_Os01g01870,OsbHLH2,bHLH,TF
5567,LOC_Os08g36740,OsbHLH112,bHLH,TF
5568,LOC_Os03g15440,OsbHLH51,bHLH,TF
5569,LOC_Os03g12760,OsbHLH49,bHLH,TF
5570,LOC_Os09g33580,OsbHLH130,bHLH,TF
5571,LOC_Os03g59670,OsbHLH67,bHLH,TF
5572,LOC_Os02g35660,OsbHLH34,bHLH,TF
5573,LOC_Os09g32510,OsbHLH129,bHLH,TF
5574,LOC_Os06g16400,OsbHLH97,bHLH,TF
5575,LOC_Os01g39330,OsbHLH14,bHLH,TF
5576,LOC_Os07g09590,OsbHLH103,bHLH,TF
5577,LOC_Os03g53020,OsbHLH148,bHLH,TF
5578,LOC_Os03g42100,OsbHLH55,bHLH,TF
5579,LOC_Os04g28280,OsbHLH70,bHLH,TF
5580,LOC_Os05g06520,OsbHLH84,bHLH,TF
5581,LOC_Os04g47040,OsbHLH74,bHLH,TF
5582,LOC_Os03g43810,OsbHLH56,bHLH,TF
5583,LOC_Os02g02480,OsbHLH26,bHLH,TF
5584,LOC_Os07g35870,OsbHLH105,bHLH,TF
5585,LOC_Os06g50900,OsbHLH101,bHLH,TF
5586,LOC_Os03g55550,OsbHLH63,bHLH,TF
5587,LOC_Os06g06900,OsbHLH92,bHLH,TF
5588,LOC_Os04g23440,OsbHLH68,bHLH,TF
5589,LOC_Os09g28900,OsbHLH124,bHLH,TF
5590,LOC_Os05g51820,OsbHLH91,bHLH,TF
5591,LOC_Os01g70310,OsbHLH24,bHLH,TF
5592,LOC_Os03g56950,OsbHLH64,bHLH,TF
5593,LOC_Os04g47059,OsbHLH75,bHLH,TF
5594,LOC_Os10g23050,OsbHLH133,bHLH,TF
5595,LOC_Os05g11070,OsbHLH86,bHLH,TF
5596,LOC_Os08g37290,OsbHLH113,bHLH,TF
5597,LOC_Os05g50900,OsbHLH90,bHLH,TF
5598,LOC_Os02g23823,OsbHLH31,bHLH,TF
5599,LOC_Os01g39580,OsbHLH16,bHLH,TF
5600,LOC_Os01g02110,OsbHLH3,bHLH,TF
5601,LOC_Os05g04740,OsbHLH83,bHLH,TF
5602,LOC_Os02g39140,OsbHLH35,bHLH,TF
5603,LOC_Os03g08930,OsbHLH47,bHLH,TF
5604,LOC_Os03g58330,OsbHLH65,bHLH,TF
5605,LOC_Os03g46790,OsbHLH57,bHLH,TF
5606,LOC_Os08g38210,OsbHLH116,bHLH,TF
5607,LOC_Os11g39000,OsbHLH141,bHLH,TF
5608,LOC_Os03g04310,OsbHLH45,bHLH,TF
5609,LOC_Os04g51070,OsbHLH78,bHLH,TF
5610,LOC_Os12g32400,OsbHLH144,bHLH,TF
5611,LOC_Os04g31290,OsbHLH71,bHLH,TF
5612,LOC_Os10g01530,OsbHLH132,bHLH,TF
5613,LOC_Os12g31430,OsbHLH143,bHLH,TF
5614,LOC_Os09g25040,OsbHLH122,bHLH,TF
5615,LOC_Os06g30090,OsbHLH98,bHLH,TF
5616,LOC_Os01g11910,OsbHLH8,bHLH,TF
5617,LOC_Os03g51580,OsbHLH59,bHLH,TF
5618,LOC_Os02g47660,OsbHLH37,bHLH,TF
5619,LOC_Os06g08500,OsbHLH93,bHLH,TF
5620,LOC_Os01g13460,OsbHLH9,bHLH,TF
5621,LOC_Os01g09900,OsbHLH5,bHLH,TF
5622,LOC_Os01g09990,OsbHLH7,bHLH,TF
5623,LOC_Os12g40710,OsbHLH61,bHLH,TF
5624,LOC_Os04g23550,OsbHLH69,bHLH,TF
5625,LOC_Os03g51910,OsbHLH60,bHLH,TF
5626,LOC_Os12g40630,OsbHLH147,bHLH,TF
5627,LOC_Os08g37730,OsbHLH114,bHLH,TF
5628,LOC_Os08g43070,OsbHLH120,bHLH,TF
5629,LOC_Os09g29930,OsbHLH127,bHLH,TF
5630,LOC_Os06g37410,OsbHLH100,bHLH,TF
5631,LOC_Os11g15210,OsbHLH138,bHLH,TF
5632,LOC_Os02g02820,OsbHLH27,bHLH,TF
5633,LOC_Os01g09930,OsbHLH6,bHLH,TF
5634,LOC_Os06g12210,OsbHLH96,bHLH,TF
5635,LOC_Os07g05010,OsbHLH102,bHLH,TF
5636,LOC_Os02g56140,OsbHLH43,bHLH,TF
5637,LOC_Os01g67480,OsbHLH22,bHLH,TF
5638,LOC_Os02g52190,OsbHLH41,bHLH,TF
5639,LOC_Os12g40730,OsbHLH149,bHLH,TF
5640,LOC_Os02g51320,OsbHLH40,bHLH,TF
5641,LOC_Os10g40740,OsbHLH136,bHLH,TF
5642,LOC_Os11g32100,OsbHLH139,bHLH,TF
5643,LOC_Os09g31300,OsbHLH128,bHLH,TF
5644,LOC_Os02g15760,OsbHLH30,bHLH,TF
5645,LOC_Os04g47080,OsbHLH76,bHLH,TF
5646,LOC_Os07g36460,OsbHLH106,bHLH,TF
5647,LOC_Os03g10770,OsbHLH48,bHLH,TF
5648,LOC_Os01g39480,OsbHLH15,bHLH,TF
5649,LOC_Os04g52770,OsbHLH79,bHLH,TF
5650,LOC_Os09g28210,OsbHLH123,bHLH,TF
5651,LOC_Os01g38610,OsbHLH13,bHLH,TF
5652,LOC_Os12g41650,OsbHLH150,bHLH,TF
5653,LOC_Os08g04390,OsbHLH110,bHLH,TF
5654,Sb02g038960,SbCA2P6,CCAAT-HAP2,TF
5655,Sb01g011220,SbCA2P1,CCAAT-HAP2,TF
