grassius_name	uniprot_id	alleles
ZmMADS70	B6TW43	GRMZM5G891280,Zm00001d039080,Zm00001eb296470
ZmC3H3	A0A1D6MDK0	GRMZM2G149347,Zm00001d039101,Zm00001eb296640
ZmSBP9	A0A3L6DSV1	GRMZM2G081127,Zm00001d008176,Zm00001eb332190
ZmGATA20	A0A1D6MDM9	GRMZM2G325850,Zm00001d039113,Zm00001eb296770
ZmZHD6	A0A1D6MDN1	GRMZM2G414844,GRMZM2G114578,Zm00001d039116,Zm00001eb296810,Zm00001eb296820,Zm00001eb296830
ZmMYBR57	K7VMY3	GRMZM2G139174,Zm00001d039119,Zm00001eb296850
ZmOrphan169	A0A1D6ME32	GRMZM2G102255,Zm00001d039163,Zm00001eb297300
ZmSIG7	C0PCY3	GRMZM5G830932,Zm00001d039181,Zm00001eb297490
ZmOrphan250	B4FTA0	GRMZM2G412937,Zm00001d039192,Zm00001eb297570
ZmSIG8	A0A1D6MEE6	GRMZM2G077436,Zm00001d039194,Zm00001eb297590
ZmbZIP118	A0A1D6MEG6	GRMZM2G164848,Zm00001d039206,Zm00001eb297700
ZmOrphan94	C0P6E9	GRMZM2G127426,Zm00001d039222,Zm00001eb297870
ZmbHLH16	A0A3L6DSW2	GRMZM2G021276,Zm00001d008174,Zm00001eb332170
ZmWRKY18	A0A1D6FAU0	GRMZM2G092694,GRMZM2G092666,Zm00001d008190,Zm00001d008191,Zm00001eb332300
ZmMYBR2	A0A1D6FAV0	GRMZM2G400489,Zm00001d008198,Zm00001eb332340
ZmbHLH65	C4J1T2	GRMZM2G387528,Zm00001d008205,Zm00001eb332400
ZmbZIP72	A0A1D6FB04	GRMZM2G030280,Zm00001d008225,Zm00001eb332590
ZmMYBR107	K7VNL8	GRMZM2G456960,Zm00001d008229,Zm00001eb332640
ZmMYB60	K7USW0	GRMZM2G312419,Zm00001d008251,Zm00001eb332860
ZmNAC97	A0A1D6FBS1	GRMZM2G167492,Zm00001d008307,Zm00001d008308,Zm00001eb333350
ZmOFP32	K7UYZ6	GRMZM2G001721,Zm00001d008785,Zm00001eb337190
ZmC3H28	C0PDQ7	GRMZM2G036837,Zm00001d008322,Zm00001eb333460
ZmC3H23	A0A3L6DLC0	GRMZM2G475017,Zm00001d008323,Zm00001eb333470
ZmC3H42	K7VP35	GRMZM2G024655,Zm00001d008356,Zm00001eb333750
ZmNAC118	K7VP75	GRMZM2G109627,Zm00001d008399,Zm00001eb334160
ZmNAC130	A0A1D6FCJ5	GRMZM2G154182,Zm00001d008403,Zm00001eb334180
ZmOrphan201	A0A1D6FCU0	GRMZM2G334457,GRMZM5G879825,Zm00001d008429,Zm00001eb334400
ZmC3H37	B6T886	GRMZM2G171942,Zm00001d008735,Zm00001eb336830
ZmbHLH19	K7VPC5	GRMZM2G066057,Zm00001d008444,Zm00001eb334500
ZmMYBR16	A0A1D6FD03	GRMZM2G382029,Zm00001d008448,Zm00001eb334530
ZmMYB22	B4FU27	GRMZM2G096358,Zm00001d008528,Zm00001eb335060
ZmEREB118	K7UQ19	GRMZM2G081892,Zm00001d008545,Zm00001d008546,Zm00001eb335190,Zm00001eb335200
ZmMYBR18	K7VAA0	GRMZM2G176568,Zm00001d008601,Zm00001eb335680
ZmOrphan209	K7UQ37	GRMZM2G457624,Zm00001d008563
ZmMYBR87	B6SR16	GRMZM2G158117,Zm00001d009599,Zm00001eb344000
ZmWRKY49	K7UYE9	GRMZM2G006497,Zm00001d008578,Zm00001eb335440
ZmMYBR21	B4FA48	GRMZM2G079458,Zm00001d008602,Zm00001eb335690
ZmHB26	A0A1D6FE75	GRMZM2G010929,Zm00001d008612,Zm00001eb335810
ZmMYB76	A0A1D6FES4	GRMZM2G143274,Zm00001d008695,Zm00001eb336500
ZmbZIP122	K7VQH0	GRMZM2G171912,Zm00001d008734,Zm00001eb336820
ZmWRKY80	C0P8K1	GRMZM2G516301,Zm00001d008793,Zm00001eb337270
ZmWRKY26	K7UZ08	GRMZM2G083350,Zm00001d008794,Zm00001eb337280,Zm00001eb337290
ZmMYBR24	K7UQX8	GRMZM2G049695,Zm00001d008808,Zm00001eb337410
ZmMYB96	K7VS03	GRMZM2G322490,Zm00001d009184,Zm00001eb340740
ZmC3H47	K7UQY2	GRMZM2G173124,Zm00001d008812,Zm00001eb337450,Zm00001eb337460
ZmNAC47	A0A1D6FFQ8	GRMZM2G112681,Zm00001d008817,Zm00001eb337530
ZmEREB186	A0A1D6FGH1	AC187157.4_FG001,Zm00001d008872,Zm00001eb338000
ZmOrphan345	A0A3L6DS05	GRMZM2G147840,Zm00001d008819,Zm00001eb337540
ZmbHLH62	A0A1D6FGD1	GRMZM2G333582,Zm00001d008853,Zm00001eb337860
ZmHB52	Q147T1	AC187157.4_FG005,Zm00001d008869,Zm00001eb337970
ZmMADS35	A0A1D6FGI6	GRMZM2G359952,Zm00001d008882,Zm00001eb338060
ZmTCP24	K7VR25	GRMZM2G015037,Zm00001d008919
ZmHB101	A0A1D6FGT6	GRMZM2G111964,Zm00001d008942
ZmEREB96	A0A3L6DPS7	GRMZM2G044077,Zm00001d008968,Zm00001eb338940
ZmbHLH99	K7VBN7	GRMZM2G076636,Zm00001d009013,Zm00001eb339360
ZmMYB90	K7VBX6	GRMZM2G047600,Zm00001d009066,Zm00001eb339810
ZmOrphan349	A0A1D6FHN8	GRMZM2G406715,Zm00001d009085
ZmMYB95	A0A1D6FHP1	GRMZM2G051528,GRMZM2G352619,Zm00001d009088,Zm00001d009089,Zm00001d009090,Zm00001d009091,Zm00001eb340000,Zm00001eb340010
ZmEREB148	B6TYN8	GRMZM2G053503,Zm00001d009103,Zm00001eb340140
ZmMADS46	K7V0B5	GRMZM2G306610,Zm00001d009198,Zm00001eb340810
ZmNAC83	A0A3L6DSF3	GRMZM2G158204,Zm00001d009244,Zm00001eb341230
ZmPLATZ12	F1DJR5	GRMZM2G006585,Zm00001d009292,Zm00001eb341550
ZmOrphan173	A0A1D6FJ42	GRMZM2G469012,GRMZM2G006554,GRMZM2G074824,Zm00001d009364,Zm00001eb342010
ZmOrphan297	A0A1D6FJ66	GRMZM2G382918,Zm00001d009385,Zm00001eb342150
ZmMYB91	A0A1D6FJF3	GRMZM2G119693,Zm00001d009435,Zm00001eb342580
ZmZIM5	A0A1D6FJF9	GRMZM2G054689,Zm00001d009438,Zm00001eb342600,Zm00001eb342610
ZmEREB49	K7UX20	GRMZM2G159592,Zm00001d009468,Zm00001eb342850
ZmHB29	A0A3L6DU46	GRMZM2G125294,Zm00001d009562,Zm00001eb343660
ZmC3H36	K7V1E2	GRMZM2G031827,Zm00001d009570,Zm00001eb343760
ZmEREB146	A0A1D6FKB7	GRMZM2G021790,Zm00001d009573,Zm00001eb343790
ZmWRKY106	K7V1H5	GRMZM2G063880,Zm00001d009619,Zm00001eb344160
ZmWRKY69	K7VDK3	GRMZM2G448605,Zm00001d009595,Zm00001eb343960
ZmOrphan40	A0A1D6FKT5	GRMZM2G063841,Zm00001d009620,Zm00001eb344170,Zm00001eb344180
ZmEREB12	K7UTJ8	GRMZM2G100982,Zm00001d009622,Zm00001eb344200
ZmOrphan142	C0HHW8	GRMZM5G818101,Zm00001d009626,Zm00001eb344210,Zm00001eb344220
ZmMADS59	B6TCD9	AC234185.1_FG006,Zm00001d009628,Zm00001eb344240
ZmGRAS20	A0A1D6FKW5	GRMZM2G023872,Zm00001d009646,Zm00001eb344400
ZmGATA26	A0A1D6FL14	GRMZM2G397616,Zm00001d009668,Zm00001eb344540
ZmOrphan259	K7U7V4	GRMZM2G392101,Zm00001d026594,Zm00001eb433500
ZmZHD11	A0A1D6FL28	GRMZM2G328438,Zm00001d009674,Zm00001eb344590,Zm00001eb344600
ZmWRKY20	K7V1M4	GRMZM2G414315,Zm00001d009698,Zm00001eb344810
ZmbHLH22	A0A1Q1BUE1	GRMZM2G162450,Zm00001d009715,Zm00001eb344960
ZmOrphan282	A0A1D6FLA0	GRMZM2G158818,Zm00001d009719,Zm00001eb345020
ZmOrphan39	A0A3L6DRY4	GRMZM2G383807,Zm00001d009747,Zm00001eb345270
ZmOrphan270	B7ZZT6	GRMZM2G126026,Zm00001d009773,Zm00001eb345540
ZmbHLH82	K7V1X7	GRMZM2G417164,Zm00001d009778,Zm00001eb345600
ZmLBD35	K7UU76	GRMZM5G868471,Zm00001d009823,Zm00001eb345960
ZmWRKY34	A0A3L6DPP4	GRMZM2G057116,Zm00001d009939,Zm00001eb346880
ZmOFP33	K7VEU9	GRMZM2G067376
ZmbHLH44	A0A1D6FNI4	GRMZM2G175480,Zm00001d009999,Zm00001eb347270
ZmEREB22	A0A1D6FNX1	GRMZM2G006745,Zm00001d010048,Zm00001eb347600
ZmHB123	A0A1D6FP22	GRMZM2G074645,Zm00001d010060,Zm00001eb347710
ZmABI42	K7UV27	GRMZM2G098443,Zm00001d010077,Zm00001eb347830
ZmMADS18	Q9AR50	GRMZM5G805387,AC226248.1_FG002,Zm00001d010233,Zm00001d010234,Zm00001eb349070,Zm00001eb349080
ZmMYBR112	A0A1D6EGH9	GRMZM2G370896,GRMZM2G463633,Zm00001d010087,Zm00001eb347900
ZmNAC107	K7V334	GRMZM2G172264,Zm00001d010144,Zm00001eb348340
ZmbZIP116	A0A1D6FPK1	GRMZM2G132868,Zm00001d010168,Zm00001eb348490
ZmEREB113	A0A1D6FPM7	GRMZM2G457562,Zm00001d010175,Zm00001eb348560
ZmMYB25	C0PM92	GRMZM2G431156,Zm00001d010201,Zm00001eb348760
ZmCADR15	A0A1D6FS52	GRMZM2G064426,Zm00001d010574,Zm00001eb351690
ZmNAC38	K7UVJ1	GRMZM2G104400,Zm00001d010227,Zm00001eb349010
ZmMADS29	K7UVK0	GRMZM2G152862,Zm00001d010232,Zm00001eb349060
ZmNAC88	A0A1D6FQ14	GRMZM2G134687,Zm00001d010239,Zm00001eb349120
ZmALF11	A0A1D6FQ18	GRMZM2G158918,Zm00001d010241,Zm00001eb349140
ZmLBD36	A0A1D6FQ52	GRMZM2G096064,Zm00001d010264,Zm00001eb349310
ZmGLK3	K7UVN8	GRMZM2G471600,Zm00001d010280,Zm00001eb349450,Zm00001eb349460
ZmSBP11	A0A1D6FQB1	GRMZM2G109354,Zm00001d010309,Zm00001eb349730
ZmMTERF27	K7UVT1	GRMZM2G325350,Zm00001d010329,Zm00001eb349860
ZmMTERF28	B6TGN4	GRMZM2G029933,Zm00001d010340,Zm00001eb349900
ZmOrphan9	K7V3S6	GRMZM2G170766,Zm00001d010366,Zm00001eb350030
ZmWRKY121	K7UVX8	GRMZM2G061408
ZmWRKY92	K7V3X8	GRMZM2G449681,Zm00001d010399,Zm00001eb350280
ZmMYBR60	A0A1D6FRA4	GRMZM5G845296,Zm00001d010472,Zm00001eb350880
ZmWRKY89	K7V4I1	GRMZM2G034421,Zm00001d010616,Zm00001eb352050
ZmWRKY44	K7UWT7	GRMZM2G432583,Zm00001d010617
ZmGLK25	A0A1D6FSJ7	AC234155.1_FG002,Zm00001d010634,Zm00001eb352200,Zm00001eb352210
ZmbZIP96	A0A1D6FSK0	GRMZM2G161009,Zm00001d010638,Zm00001eb352240
ZmbZIP25	B4FJT6	GRMZM2G080731,Zm00001d010658,Zm00001eb352420
ZmbZIP108	K7VWP5	GRMZM2G033230,Zm00001d010667,Zm00001eb352500
ZmEREB93	B4FTI2	GRMZM2G066158,Zm00001d010676,Zm00001eb352570
ZmEREB92	B6SIZ8	GRMZM2G174347,Zm00001d000339,Zm00001eb352580
ZmCPP8	B6T6S8	GRMZM2G096600,GRMZM2G173198,Zm00001d010713,Zm00001eb352860
ZmCPP3	A0A1D6FSX6	GRMZM2G173198,GRMZM2G096600,Zm00001d010713,Zm00001eb352860
ZmTCP7	B4FHV6	GRMZM2G035944,Zm00001d010730,Zm00001eb353030
ZmDOF44	A0A1D6FTB4	AC209819.3_FG009,Zm00001d010740,Zm00001eb353140
ZmLBD37	K7VH99	AC234149.1_FG002,Zm00001d010749,Zm00001eb353210
ZmSNF2_24	A0A1D6MDZ3	GRMZM2G168096,Zm00001d039160,Zm00001eb297280
ZmIAA44	A0A1D6FAV3	GRMZM5G853479,Zm00001d008201,Zm00001eb332360
ZmPHD20	A0A1D6KQQ9	GRMZM5G843893,Zm00001d008232
ZmMED26_12	C0P6P2	GRMZM2G085254,Zm00001d008617,Zm00001eb335850
ZmJMJ1	K7V0T8	GRMZM2G142964,AC190225.2_FG001,Zm00001d009393,Zm00001eb342220
ZmIAA42	B4FZ89	GRMZM2G573324,Zm00001d009532,Zm00001eb343460
ZmHAG34	K7VFD8	GRMZM2G034495,Zm00001d010192,Zm00001eb348680
ZmLBD38	B6TDS9	GRMZM2G073044,Zm00001d010751,Zm00001eb353230
ZmWRKY119	K7VHJ9	GRMZM2G015433,Zm00001d010805,Zm00001eb353670
ZmHB103	P46605	GRMZM2G136369,Zm00001d010758,Zm00001eb353320
ZmGATA32	K7V551	GRMZM2G135381,Zm00001d010785,Zm00001eb353470,Zm00001eb353480
ZmOrphan183	K7UXF6	GRMZM2G058690,Zm00001d010795,Zm00001eb353550
ZmHSF16	A0A1D6FU61	AC205471.4_FG003,Zm00001d010811,Zm00001d010812,Zm00001eb353700,Zm00001eb353710,Zm00001eb353720,Zm00001eb353730
ZmALF9	B4FK95	GRMZM2G017142,Zm00001d010834,Zm00001eb353930
ZmC2H1	K7V1N9	GRMZM2G380515,Zm00001d010842,Zm00001eb353990
ZmMYBR1	K7V5I7	GRMZM2G111306,Zm00001d010889,Zm00001eb354390
ZmMYB30	K7VXN6	GRMZM2G171781,Zm00001d010906,Zm00001d010907,Zm00001eb354510
ZmRcd1L8	A0A1D6FUY3	GRMZM2G383215,Zm00001d010921
ZmMYB147	A0A1D6FUZ6	GRMZM2G330475,Zm00001d010933,Zm00001eb354750
ZmHB23	P56668	GRMZM2G094241,Zm00001d010948,Zm00001eb354880
ZmLBD39	K7V244	AC214648.3_FG005,Zm00001d010978,Zm00001eb355150
ZmC3H7	A0A1D6FV35	GRMZM2G117007,Zm00001d010956,Zm00001eb354920
ZmMYBR85	A0A1D6FV45	GRMZM2G089406,Zm00001d010967,Zm00001eb355010
ZmOrphan34	C4J0T5	GRMZM2G012584,Zm00001d010975,Zm00001eb355120
ZmEREB110	A0A1D6FVE9	GRMZM2G700665,Zm00001d010987,Zm00001d010988,Zm00001eb355240
ZmHB16	K7V5V1	GRMZM2G140083,Zm00001d010998,Zm00001eb355310
ZmDOF5	A0A1D6FVN7	GRMZM5G880268
ZmOrphan13	A0A1D6FVP5	GRMZM2G141859,Zm00001d011062,Zm00001eb355760
ZmGRAS6	A0A3L6DLZ9	GRMZM2G346706,Zm00001d011070,Zm00001eb355860,Zm00001eb355870
ZmOrphan140	K7V6D0	GRMZM2G437575,GRMZM2G001243,Zm00001d011131,Zm00001d011132,Zm00001eb356420
ZmOrphan285	K7VYJ4	GRMZM2G001243,GRMZM2G437575,Zm00001d011131,Zm00001d011132,Zm00001eb356420
ZmWRKY68	A0A1D6FWS3	GRMZM2G137802,Zm00001d011133,Zm00001eb356430
ZmEREB117	A0A1D6FWS4	GRMZM2G113078,Zm00001d011134,Zm00001eb356440
ZmOrphan68	C0HGQ4	GRMZM2G100229
ZmNLP5	K7VIS7	AC207342.3_FG001,Zm00001d011142
ZmbHLH92	K7V2Z4	GRMZM2G164341,Zm00001d011187,Zm00001eb356930
ZmOrphan102	K7UZ33	GRMZM2G136765,Zm00001d011195,Zm00001eb357000
ZmOrphan7	A0A1D6FXQ5	GRMZM2G409343,GRMZM5G852338,Zm00001d011197,Zm00001eb357010
ZmbHLH77	A0A1D6FXZ1	GRMZM2G463133,Zm00001d011212,Zm00001eb357120
ZmWRKY84	K7V6U3	GRMZM2G304573,Zm00001d011237,Zm00001eb357350
ZmMYBR101	Q6WS85	GRMZM2G136887,Zm00001d011252,Zm00001eb357490
ZmMYBR35	A0A1D6FYP5	GRMZM2G065829,Zm00001d011297,Zm00001eb357780
ZmMYBR115	B6SZZ3	GRMZM2G049378,Zm00001d011515,Zm00001eb359630
ZmMADS42	A0A3L6DKB5	GRMZM2G375707,Zm00001d011323,Zm00001eb357980
ZmC3H46	A0A1D6FZC1	GRMZM2G039889,Zm00001d011355,Zm00001eb358260
ZmOrphan239	B4FG43	GRMZM2G040642,Zm00001d011364,Zm00001eb358340
ZmWRKY47	K7UZT1	GRMZM2G149683,Zm00001d011403,Zm00001eb358680
ZmHSF25	A0A1D6FZU3	GRMZM2G086880,Zm00001d011406,Zm00001eb358700
ZmOFP34	A0A3L6DVE1	GRMZM2G028982,Zm00001d011410
ZmWRKY28	K7V3N0	GRMZM2G145554,Zm00001d011413,Zm00001eb358740
ZmC3H9	B4FCG2	GRMZM5G830949,Zm00001d011470,Zm00001eb359300
ZmRcd1L6	A0A1D6G0I8	GRMZM2G310944,GRMZM2G000177,Zm00001d011483,Zm00001eb359400
ZmOrphan154	A0A3L6DT13	GRMZM2G300125,Zm00001d011495,Zm00001eb359460
ZmWRKY86	K7V426	GRMZM2G411766,Zm00001d011496,Zm00001eb359470
ZmEREB80	B4FFN5	GRMZM2G151542,Zm00001d011499,Zm00001eb359500
ZmWRKY42	A0A3L6DM97	GRMZM5G812272,Zm00001d011527,Zm00001eb359740
ZmHB50	A0A1D6G117	GRMZM2G133972,Zm00001d011537,Zm00001eb359810
ZmGATA17	A0A3L6DMR5	GRMZM2G138967,Zm00001d011771,Zm00001eb362090
ZmMYBR108	A0A1D6JR30	GRMZM2G304840,Zm00001eb359880,Zm00001eb359890
ZmNAC1	A0A1D6G140	GRMZM2G134717,Zm00001d011555,Zm00001eb359950
ZmHB113	A0A1D6G154	GRMZM2G060541,AC196465.3_FG006,GRMZM2G014346,GRMZM2G359237,Zm00001d011560,Zm00001eb359990,Zm00001eb360000
ZmTHX14	K7VKJ4	GRMZM2G163157,Zm00001d011571,Zm00001eb360120
ZmTUB1	B4FG04	GRMZM2G068586,Zm00001d011578,Zm00001eb360160
ZmNAC72	K7V4H7	GRMZM2G163841,Zm00001d011590,Zm00001eb360270
ZmNAC134	A0A3L6DTM8	GRMZM2G163843,Zm00001d011589,Zm00001eb360260
ZmE2F9	A0A1D6G1P4	GRMZM2G462623,Zm00001d011597,Zm00001eb360340
ZmMYB24	A0A3L6DQX9	GRMZM2G006352,Zm00001d011614,Zm00001eb360510
ZmABI33	A0A1D6G2Q7	GRMZM2G065538,Zm00001d011639,Zm00001eb360750
ZmMYB10	A0A1D6G2R9	GRMZM2G395672,Zm00001d011645,Zm00001eb360850
ZmMYB124	A0A1D6G2X0	GRMZM2G003406,Zm00001d011669,Zm00001eb361040
ZmMYBR75	A0A3L6DW32	GRMZM2G023667,Zm00001d011691,Zm00001d011692,Zm00001eb361200,Zm00001eb361210,Zm00001d011691,Zm00001d011692
ZmABI19	A0A3L6DRN4	GRMZM2G035701,Zm00001d011712,Zm00001eb361390,Zm00001eb361400
ZmTHX6	B4FUY7	GRMZM2G339957,Zm00001d011730,Zm00001eb361590
ZmMYB114	K7VL26	GRMZM2G151205,Zm00001d011739,Zm00001eb361680
ZmABI20	A0A1D6G3L4	GRMZM2G313737,Zm00001d011745,Zm00001eb361750
ZmMADS43	B6UCT1	GRMZM2G001139,Zm00001d011748,Zm00001eb361790
ZmGLK56	A0A3L6DQG0	GRMZM2G067702,Zm00001d011785,Zm00001eb362240
ZmOrphan151	C0HEV4	GRMZM2G319187,Zm00001d011849,Zm00001eb362820
ZmSRS9	A0A3L6DRA6	GRMZM2G077752,Zm00001d011843,Zm00001eb362740
ZmbHLH54	A0A1D6G466	AC193786.3_FG005,Zm00001d011847,Zm00001eb362800
ZmARF25	C0PH36	GRMZM2G116557,Zm00001d011953,Zm00001eb363810
ZmGRAS2	A0A3L6DP22	GRMZM2G129154,Zm00001d011881,Zm00001eb363140
ZmNAC9	B6TYL1	GRMZM2G134073,Zm00001d011969,Zm00001eb363940
ZmTCP20	B4G202	GRMZM2G034638,GRMZM2G330719,Zm00001d011985,Zm00001eb364110,Zm00001eb364120
ZmOrphan104	K7V622	GRMZM2G423456,Zm00001d012005,Zm00001eb364280
ZmSBP18	A0A1D6G5U7	GRMZM2G371033,Zm00001d012015,Zm00001eb364360
ZmC3H49	B4FIU7	GRMZM2G107491,Zm00001d012049,Zm00001eb364730
ZmbHLH55	C4J948	GRMZM2G030762,Zm00001d012067,Zm00001eb364850
ZmARR7	A0A1D6G6S9	GRMZM2G100318,Zm00001d012128,Zm00001eb365420
ZmOrphan275	A0A1D6G787	GRMZM2G024799,Zm00001d012167,Zm00001eb365750
ZmLBD40	A1YKY7	GRMZM2G133806,Zm00001d012180,Zm00001eb365880
ZmALF8	A0A1D6G7C6	GRMZM2G172001,Zm00001d012196,Zm00001eb365950
ZmMYB163	K7VN13	GRMZM2G405094,Zm00001d012255,Zm00001eb366540
ZmMYBR55	K7VAU0	GRMZM2G143640,Zm00001d012285,Zm00001eb366790
ZmbZIP44	A0A1D6G7X6	GRMZM2G438293,Zm00001d012273,Zm00001eb366690
ZmDOF38	B4FX17	GRMZM2G042218,Zm00001d012280,Zm00001eb366750
ZmOFP35	K7V736	GRMZM2G085035,Zm00001d012282,Zm00001eb366770
ZmCADR16	A0A3L6DZM0	GRMZM2G012654,Zm00001d019865,Zm00001eb308280
ZmbZIP90	A0A1D6G824	AC232238.2_FG004,GRMZM2G168087,Zm00001d012294,Zm00001d012295,Zm00001eb366880,Zm00001eb366890
ZmMYB79	K7V3D6	GRMZM2G056986,Zm00001d012337,Zm00001eb367300
ZmbZIP75	B6UI01	GRMZM2G168079,Zm00001d012296,Zm00001eb366900
ZmHB19	K7VNC3	GRMZM2G478396,Zm00001d012330,Zm00001eb367200
ZmTUB12	A0A1D6G8B7	GRMZM5G871407,GRMZM5G806742,Zm00001d012373,Zm00001eb367600
ZmMYB36	B4FX89	GRMZM2G169316,Zm00001d012379,Zm00001eb367660
ZmOrphan11	K7VB80	GRMZM2G166297,Zm00001d012401,Zm00001eb367840
ZmHB89	A0A1D6G8N0	GRMZM2G339751,GRMZM2G009794,Zm00001d012419,Zm00001eb367990
ZmOrphan188	K7VNP3	GRMZM5G868285,Zm00001d012441,Zm00001eb368200
ZmCADR8	A0A1D6G8R8	GRMZM5G866699,Zm00001d012445,Zm00001eb368240,Zm00001eb368250,Zm00001eb368260
ZmWRKY115	K7V3U5	GRMZM2G036703,Zm00001d012482,Zm00001eb368640
ZmRcd1L3	A0A1D6P2B9	GRMZM2G036634,Zm00001d012483,Zm00001eb368650
ZmEREB29	K7V473	GRMZM2G132223,Zm00001d012584,Zm00001eb369550
ZmOFP36	K7V3V9	AC204502.4_FG006,Zm00001d012498,Zm00001eb368780
ZmWRKY90	A0A1D6G950	GRMZM2G468056,Zm00001d012505,Zm00001eb368850
ZmWRKY88	A0A1D6G952	GRMZM2G029282,Zm00001d012507,Zm00001eb368860
ZmWRKY35	K7V3X1	GRMZM2G029292,Zm00001d012508,Zm00001d012509,Zm00001eb368870,Zm00001eb368890
ZmHB109	B4FIK7	GRMZM5G805026,Zm00001d012516,Zm00001eb368970
ZmNAC23	K7W3P2	GRMZM2G068973,Zm00001d012527,Zm00001eb369060
ZmMYB74	B4FN81	GRMZM2G028054,Zm00001d012544,Zm00001eb369190
ZmbZIP33	C0PCQ0	GRMZM2G125243,Zm00001d012553,Zm00001eb369280
ZmEREB83	K7W3W6	GRMZM2G132185,Zm00001d012585,Zm00001eb369560
ZmbHLH79	A0A1D6GAF6	GRMZM2G173862,Zm00001d012642,Zm00001eb370010
ZmCPP7	A0A1D6GB29	GRMZM2G104246,Zm00001d012688,Zm00001eb370470
ZmDOF45	K7V4V2	GRMZM2G082490,Zm00001d012703,Zm00001eb370600
ZmbZIP20	A0A1D6GBD7	GRMZM2G170079,Zm00001d012719,Zm00001eb370720
ZmTCP29	A0A1D6GBE2	GRMZM2G148022,Zm00001d012725,Zm00001eb370770
ZmARF26	K7V4X6	GRMZM5G874163,Zm00001d012731,Zm00001eb370810
ZmVOZ5	A0A1D6GBH9	GRMZM2G449165,Zm00001d012734,Zm00001eb370850
ZmWRKY111	C4J8W2	GRMZM2G013391,Zm00001d012746,Zm00001eb370960
ZmbZIP51	A0A1D6HRS4	GRMZM2G438652,Zm00001d018729,Zm00001eb299280
ZmHSF26	K7W4M8	GRMZM2G118453,Zm00001d012749,Zm00001eb371000
ZmHB9	A0A1D6GBR7	GRMZM2G351018,Zm00001d012751,Zm00001eb371020
ZmGATA13	K7VQ40	GRMZM2G044576,Zm00001d012757,Zm00001eb371070
ZmOrphan100	K7V508	AC203173.3_FG001,Zm00001d012767,Zm00001eb371170
ZmWRKY22	A0A3L6DSY3	GRMZM2G111354,GRMZM2G111344,Zm00001d012788,Zm00001d012789,Zm00001eb371340,Zm00001eb371350
ZmOrphan16	A0A1D6HSU1	GRMZM2G018508,Zm00001d018859,Zm00001eb300680
ZmWRKY85	A0A1D6HR99	GRMZM2G018721,Zm00001d018656,Zm00001eb298580
ZmMADS3	A0A1D6HRH9	GRMZM2G072582,Zm00001d018667,Zm00001eb298680
ZmGLK28	A0A1D6HRM9	GRMZM2G100176,Zm00001d018698,Zm00001eb298990
ZmNAC28	B4FVK9	GRMZM2G033014,Zm00001d018702,Zm00001eb299030
ZmEREB114	A0A1D6HRS6	GRMZM2G008234,Zm00001d018731,Zm00001eb299300
ZmHB132	Q41853	GRMZM2G028041,Zm00001d018742,Zm00001eb299420
ZmMTERF23	A0A1D6HRY3	GRMZM2G426154,GRMZM2G175930,Zm00001d018756,Zm00001eb299540
ZmMTERF24	A0A1D6HRY3	GRMZM2G175930,GRMZM2G426154,Zm00001d018756,Zm00001eb299540
ZmNAC73	A0A1D6HS16	GRMZM2G479980,Zm00001d018773,Zm00001eb299720
ZmMYB45	A0A1D6HS23	GRMZM2G051793,Zm00001d018776,Zm00001eb299750
ZmYAB3	B6TDT4	GRMZM2G106204,Zm00001d018829,Zm00001eb300360
ZmLBD34	A0A1D6HSN9	GRMZM2G704330,Zm00001d018832
ZmOrphan267	A0A3L6DZI8	GRMZM2G074323,GRMZM2G060276,Zm00001d042774,Zm00001d018887,Zm00001eb147200,Zm00001eb300900
ZmCPP1	A0A1D6HTF1	GRMZM2G153754,Zm00001d018930,Zm00001eb301170
ZmTRAF20	K7V8F5	GRMZM2G076450,Zm00001d012660,Zm00001eb370160
ZmHSF4	B6SVD5	GRMZM2G125969,Zm00001d018941,Zm00001eb301280
ZmPHD17	A0A3L6DQ68	GRMZM2G155123,Zm00001d010974,Zm00001eb355110
ZmPHD10	A0A1D6FXH3	GRMZM2G335720,Zm00001d011158,Zm00001eb356650
ZmDDT5	A0A1D6G154	AC196465.3_FG006,GRMZM2G014346,GRMZM2G060541,GRMZM2G359237,Zm00001d011560,Zm00001eb359990,Zm00001eb360000
ZmKELP3	K7W0N3	GRMZM2G112535,GRMZM2G020785,Zm00001d011680,Zm00001eb361120,Zm00001eb361130
ZmSNF2_27	A0A1D6PRP6	GRMZM2G313833,Zm00001d011743,Zm00001d011744,Zm00001eb361720,Zm00001eb361730,Zm00001eb361740
ZmBAF60_16	A0A1D6GC60	GRMZM2G350447,Zm00001d012755,Zm00001eb371050
ZmPHD42	A0A1D6G3Z2	GRMZM2G149587,Zm00001d011802,Zm00001eb362400
ZmTRAF18	A0A3L6DPF8	GRMZM2G060723,Zm00001d011878,Zm00001eb363100
ZmTRAF26	K7V9R7	GRMZM2G095510,Zm00001d011923,Zm00001eb363540
ZmJMJ11	A0A1D6G6Q6	GRMZM2G339379,Zm00001d012119,Zm00001eb365340
ZmSNF2_20	A0A1D6G8E1	GRMZM2G152306,Zm00001d012385,Zm00001d012386,Zm00001eb367710
ZmULT1	A0A1D6GA25	GRMZM2G004690,Zm00001d012619,Zm00001eb369850
